platform,video_id,video_url,komentar,komentar_bersih,sentimen_auto
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,"demi ala, baru aja tadi gw chat sama ai gw, tiba² fiturnya hilang😭😭",demi ala baru aja tadi gw chat sama ai gw tiba² fiturnya hilang,negatif
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,punyaku gak ada,punyaku gak ada,negatif
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,mirip ai di tiktok douyin,mirip ai di tiktok douyin,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,mau.,mau,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,aku nggak ada,aku nggak ada,negatif
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,aku berteman sama dia,aku berteman sama dia,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,Baru muncul,baru muncul,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,aku gak ada tik tok tako,aku gak ada tik tok tako,negatif
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,gak ada,gak ada,negatif
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,punya aku belum ada,punya aku belum ada,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,Ok ka mau bljar mksih,ok ka mau bljar mksih,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,saling sport,saling sport,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,terima kasih,terima kasih,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,Gaada disya gimna,gaada disya gimna,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,Terimakasih bang,terimakasih bang,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,aku cape nyari ga dapet dapet,aku cape nyari ga dapet dapet,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,belum ada bang,belum ada bang,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,eh salah bukan gua,eh salah bukan gua,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,edit poto hari lebaran istri pakai gamis coklat dan suami pakai koko coklat,edit poto hari lebaran istri pakai gamis coklat dan suami pakai koko coklat,netral
TikTok,7616653405053865237,https://www.tiktok.com/@robi.gadget/video/7616653405053865237,[foto],foto,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"iya ada di aku kemarin, ia GK bisa di klik..",iya ada di aku kemarin ia gk bisa di klik,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,Di notif aku juga muncul tiktok tako,di notif aku juga muncul tiktok tako,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,akhirnya kejawab pertanyaan ku..aku dpt bg..bingung dan takut ni apa..ngk bisa di klik,akhirnya kejawab pertanyaan ku aku dpt bg bingung dan takut ni apa ngk bisa di klik,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,kemaren saya ada tuh tiktok Tako ga bisa di klik tp nantinya ilang sendiri,kemaren saya ada tuh tiktok tako ga bisa di klik tp nantinya ilang sendiri,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,saya juga ada TikTok Tako kemarin,saya juga ada tiktok tako kemarin,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"Saya pernah dapet, 7 x tapi saya tidak tahu bahasa dan tulisan nya, karena pakai huruf kanji.",saya pernah dapet x tapi saya tidak tahu bahasa dan tulisan nya karena pakai huruf kanji,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,itu bug sih kayaknya 😁,itu bug sih kayaknya,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,sy dapat kak.sy buat edit produk ternyats baguss kak,sy dapat kak sy buat edit produk ternyats baguss kak,positif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"aku sampe salah baca kirain tiktok toko... 😅😅
sampe lama lagi ngelag nya sampe adek aku bilang itu tiktok tako loh bacaannya.. 😂🤣😂",aku sampe salah baca kirain tiktok toko sampe lama lagi ngelag nya sampe adek aku bilang itu tiktok tako loh bacaannya,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,akhirnya tenang juga pantes ada notif tiktok tako di gw,akhirnya tenang juga pantes ada notif tiktok tako di gw,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,kaget aku kmarin juga dpt notif dari tiktok Tako TPI gak bisa di klik..maksih infonya..🙏🏻,kaget aku kmarin juga dpt notif dari tiktok tako tpi gak bisa di klik maksih infonya,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,iya bang..aq juga dapat notif Tako..,iya bang aq juga dapat notif tako,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,iya ada..muncul tiktok tako,iya ada muncul tiktok tako,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,chatbot AI itu,chatbot ai itu,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,saya dapat DM dari tiktok tako,saya dapat dm dari tiktok tako,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"aku dpt notif tiktok tako ....betul gk bisa diklik..
bingung artinya apa",aku dpt notif tiktok tako betul gk bisa diklik bingung artinya apa,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,assalamualaikum 🙏😇😇😇😇😇😇😇,assalamualaikum,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,iya saya juga dapat notifikasi,iya saya juga dapat notifikasi,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,aq blm tau ko 🥰 apo tt tako itu🥰,aq blm tau ko apo tt tako itu,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,iya di aku juga ada alaham dulilaah,iya di aku juga ada alaham dulilaah,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,sama Ko kemaren sy juga dpat Tiktok Tako skrng juga udh ilang,sama ko kemaren sy juga dpat tiktok tako skrng juga udh ilang,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,aq juga dapet.. dan ga bs di buka juga,aq juga dapet dan ga bs di buka juga,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"iya kemaren ada sih, tp skg dah hilang lagi",iya kemaren ada sih tp skg dah hilang lagi,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"aku kira itu ada akun yang mau masuk di akun aku, sempat takut aja",aku kira itu ada akun yang mau masuk di akun aku sempat takut aja,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,oh gitu ya..aku jg dapat notif tako..,oh gitu ya aku jg dapat notif tako,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,mksh. informasi nya kak. sangat bermanfaat. keren.,mksh informasi nya kak sangat bermanfaat keren,positif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,sama 4 notif tapi sudah hilang,sama notif tapi sudah hilang,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,iyh bang kemaren ada muncul notif ituu bang🤗🤗,iyh bang kemaren ada muncul notif ituu bang,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,semoga lebih baik dan berkembang positif 🤲🏾🤲🏾,semoga lebih baik dan berkembang positif,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"aku dapet dan udah aku coba, gak jauh sama gemini AI",aku dapet dan udah aku coba gak jauh sama gemini ai,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,q baru juga dpt,q baru juga dpt,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,punya saya juga ada k tp sekarang udh g ada lg,punya saya juga ada k tp sekarang udh g ada lg,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,iya kemarin ada tpi diklik gk bisa kak,iya kemarin ada tpi diklik gk bisa kak,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,saya baru dapat hari ini kak,saya baru dapat hari ini kak,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,sering ka muncul ke aku,sering ka muncul ke aku,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,kalau tiktok lite gimana bang?,kalau tiktok lite gimana bang,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"ada kemaren bang, tp skrg kok gk ada yaa??",ada kemaren bang tp skrg kok gk ada yaa,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,diaq blm ada bang,diaq blm ada bang,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,di aku gk bisa di pencet terus sekarang udah hilang,di aku gk bisa di pencet terus sekarang udah hilang,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,ada tp nggak bs diklik & sdh hilang,ada tp nggak bs diklik sdh hilang,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"sempat tkt bang tp skrg sdh terjawab,tp udh hilang sdiri",sempat tkt bang tp skrg sdh terjawab tp udh hilang sdiri,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,itu sistemnya kayak chat GPT bg. semua pertanyaan bisa d jawabnya.. 😁,itu sistemnya kayak chat gpt bg semua pertanyaan bisa d jawabnya,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"gue dapet bang ,langsung hilang pas d klik ,kayaknya itu lagi ng tes",gue dapet bang langsung hilang pas d klik kayaknya itu lagi ng tes,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,ada bang tp ga bs diklik..bingung sih knp ini 🤭🤭,ada bang tp ga bs diklik bingung sih knp ini,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,trimakasiih infonya kk.. smoga suksea dn shat sllu.. 🙏🙏,trimakasiih infonya kk smoga suksea dn shat sllu,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,iya ko ada..ngak bisa di klik,iya ko ada ngak bisa di klik,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,iya kemaren ad kak tp emg ga bisa diklik,iya kemaren ad kak tp emg ga bisa diklik,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,iya aq juga ada...bener ga bisa diklik.,iya aq juga ada bener ga bisa diklik,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"Ka mau tanya di vt aku ada keterangan mempromosikan video yg aku posting,aku g ngerti bayar g sih Ka",ka mau tanya di vt aku ada keterangan mempromosikan video yg aku posting aku g ngerti bayar g sih ka,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,udh bisa di pake uy 🔥,udh bisa di pake uy,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"kemaren di aku ada , aku klik gak resfon",kemaren di aku ada aku klik gak resfon,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"sama di aku juga ada,tapi gk bisa aku klik😁🙏🏻",sama di aku juga ada tapi gk bisa aku klik,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,"Di gw ada bang, kirain bug, alnya pasif gk bisa di apa”in",di gw ada bang kirain bug alnya pasif gk bisa di apa in,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,terimakasih bang infonya,terimakasih bang infonya,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,1199🙏🥰😇 tanks univese semoga tiktok shop buka lagi😅😅😅,tanks univese semoga tiktok shop buka lagi,negatif
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,ya Allah aku dapet juga tak kirain akun ku di bobol 😂😂,ya allah aku dapet juga tak kirain akun ku di bobol,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,aq kemaren ada bang,aq kemaren ada bang,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,ada tapi ilang sendiri,ada tapi ilang sendiri,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,Saya ada bg,saya ada bg,netral
TikTok,7297119439055506693,https://www.tiktok.com/@ceootb/video/7297119439055506693,makasih atas informasinya bang 🙏,makasih atas informasinya bang,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,mana maiiinnnnnnn wajib keknya😭,mana maiiinnnnnnn wajib keknya,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,Bang cara masuk Surga Gimana bang,bang cara masuk surga gimana bang,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,halo bang tolong bagai mana cara mengembLikan rekam suara yang udah lama hilang atau terhapus moga di jawab sangat membutuhkan😊,halo bang tolong bagai mana cara mengemblikan rekam suara yang udah lama hilang atau terhapus moga di jawab sangat membutuhkan,negatif
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,cara hilangkan iklan Tv🗿🗿,cara hilangkan iklan tv,negatif
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bg gimana caranya ngaktifin layar mengambang di hp redmi2A?,bg gimana caranya ngaktifin layar mengambang di hp redmia,negatif
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang cara atasi hp android jadi iPhone bang🔥🗿,bang cara atasi hp android jadi iphone bang,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,"bang isiin dm epep dah follow ini id aku
6436503080",bang isiin dm epep dah follow ini id aku,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,pertama bang dapet apa,pertama bang dapet apa,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,cara ganti foto kita yang dibuat ai gmna bang,cara ganti foto kita yang dibuat ai gmna bang,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,gw mau nanya bg btw merek hp lu apa ya kok serba bisa🗿,gw mau nanya bg btw merek hp lu apa ya kok serba bisa,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,naik rx king bisa ga bang 😫,naik rx king bisa ga bang,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,OMAYGATT......mungkin bukan sekeluarga tapi kita satu server🗿,omaygatt mungkin bukan sekeluarga tapi kita satu server,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,Mabar bg ep ep bg 🙏,mabar bg ep ep bg,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,Ke 95 dapet apa bg🗿,ke dapet apa bg,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang minta dm ff id 9157598150 udh paket lengkap🙏😘,bang minta dm ff id udh paket lengkap,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang gimana cara live di tiktok,bang gimana cara live di tiktok,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,"bang vt gua kan perna fyp, skrng gua post vt malah 1 view doang gimna caranya biar bisa fyp lagi bg, bls pake vt",bang vt gua kan perna fyp skrng gua post vt malah view doang gimna caranya biar bisa fyp lagi bg bls pake vt,negatif
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,pertama bang🗿,pertama bang,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang gimana caranya mengatasi yg mau login telegram tp gk pernah ngirim kode verifikasinya,bang gimana caranya mengatasi yg mau login telegram tp gk pernah ngirim kode verifikasinya,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,yg baca magrib banget 😹😹,yg baca magrib banget,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,"Искам да попитам, как се казва анимето, което има дупка в стената, и къде мога да го гледам",искам да попитам как се казва анимето което има дупка в стената и къде мога да го гледам,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,"3 hal yg gw sukai dr vector
1.gak banyak bicara
2.membuktikan
3.gak ada part 2",hal yg gw sukai dr vector gak banyak bicara membuktikan gak ada part,negatif
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang tutor ngedit foto berpelukan video di cap cut bang plis bang,bang tutor ngedit foto berpelukan video di cap cut bang plis bang,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,cara mengaktifkan al self tiktok,cara mengaktifkan al self tiktok,negatif
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,@𝙒𝘾𝘼᭄𝙢𝙖𝙧𝙣𝙯 𝖋𝖙 𝙆𝙂𝙔:aku punya ide🗿,𝙢𝙖𝙧𝙣𝙯 𝖋𝖙 𝙆𝙂𝙔 aku punya ide,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang ada gk aplikasi untuk foto 1 kali lihat di whatshap tersimpan digaleri,bang ada gk aplikasi untuk foto kali lihat di whatshap tersimpan digaleri,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,hehe gw punya ide,hehe gw punya ide,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang kok gue gak bisa live tiktok ya.,bang kok gue gak bisa live tiktok ya,negatif
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang HP I-Phone lu bisa kayak mesin cukur ga🗿,bang hp i phone lu bisa kayak mesin cukur ga,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang cara mengatasi sandi email lupa gimana?,bang cara mengatasi sandi email lupa gimana,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,cara ganti wajah di AI self gmana bang plis jwb bng,cara ganti wajah di ai self gmana bang plis jwb bng,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,anjay mas kelvin,anjay mas kelvin,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,udah ku follow dua tahun yg lalu bggg 🤦😉,udah ku follow dua tahun yg lalu bggg,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang cara buka hp tapi lupa sandi nya,bang cara buka hp tapi lupa sandi nya,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,ka di tiktok aku mah jadi ga ada alself nya gimna atuh caranya🥺,ka di tiktok aku mah jadi ga ada alself nya gimna atuh caranya,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,"kok aku gk paham🗿
2 jam　 Balas　 　 　 　 　 ♥100,7K
　　　
● birr?
macam mana die buat?💀💀",kok aku gk paham jam balas k birr macam mana die buat,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,"mw tanyak ni bg, aq kn uda foto AI nya, klw mw foto AI ulang gimna caranya bg",mw tanyak ni bg aq kn uda foto ai nya klw mw foto ai ulang gimna caranya bg,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang cara rekam layar di ff biar rekamannya halus gimana bang,bang cara rekam layar di ff biar rekamannya halus gimana bang,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang tutor bang buat video cina dg apk douyin bang plis bang,bang tutor bang buat video cina dg apk douyin bang plis bang,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,ganta lagi ngedit,ganta lagi ngedit,negatif
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bg cara live tanpa followers bisa kaga pasti tidak bisa 😏😏,bg cara live tanpa followers bisa kaga pasti tidak bisa,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang gimana caranya Poto live di hp android bang,bang gimana caranya poto live di hp android bang,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang cara ilangin iklan yg muncul sendiri di hp Oppo a7,bang cara ilangin iklan yg muncul sendiri di hp oppo a,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,"buat suara ai aja ga ada, palagi ai self🗿🗿",buat suara ai aja ga ada palagi ai self,negatif
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,manaaaa mainnnnn🗿🗿🙏,manaaaa mainnnnn,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,jangan scrol ada live,jangan scrol ada live,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,keterangan alnformadi anda bagus sayangbtdk menjelaskaxsecara gamblang,keterangan alnformadi anda bagus sayangbtdk menjelaskaxsecara gamblang,positif
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,mana mainnnnnnn,mana mainnnnnnn,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang cara lihat sandi wifi orang di vivo y 03,bang cara lihat sandi wifi orang di vivo y,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,lah nonton mas kelvin😂🤣,lah nonton mas kelvin,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,bang cara download gta,bang cara download gta,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,Bang? 30 Menit?🗿,bang menit,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,30 menitt,menitt,netral
TikTok,7398098775312715014,https://www.tiktok.com/@pergadgetan_/video/7398098775312715014,"bg cara ngubah suara kita jadi ai gimana, khusus yang hp nya tidak mendukung",bg cara ngubah suara kita jadi ai gimana khusus yang hp nya tidak mendukung,netral
TikTok,7396236913314680069,https://www.tiktok.com/@koh.dennies/video/7396236913314680069,Yang Belum Ada Fitur AI Self ☝️,yang belum ada fitur ai self,netral
TikTok,7396236913314680069,https://www.tiktok.com/@koh.dennies/video/7396236913314680069,itu yang folowernya sudah banyak baru bisa,itu yang folowernya sudah banyak baru bisa,netral
TikTok,7396236913314680069,https://www.tiktok.com/@koh.dennies/video/7396236913314680069,apa adanya d iPhone. andro ku tak ada yg begituan 🤣,apa adanya d iphone andro ku tak ada yg begituan,netral
TikTok,7396236913314680069,https://www.tiktok.com/@koh.dennies/video/7396236913314680069,Bisa … hanya u iPhone wir 😁🔥,bisa hanya u iphone wir,netral
TikTok,7396236913314680069,https://www.tiktok.com/@koh.dennies/video/7396236913314680069,andro blum dpet oy,andro blum dpet oy,netral
TikTok,7396236913314680069,https://www.tiktok.com/@koh.dennies/video/7396236913314680069,Kok ga ada yah ko? Piye caranya?,kok ga ada yah ko piye caranya,netral
TikTok,7396236913314680069,https://www.tiktok.com/@koh.dennies/video/7396236913314680069,ga ada tuh,ga ada tuh,netral
TikTok,7396236913314680069,https://www.tiktok.com/@koh.dennies/video/7396236913314680069,Salfok pas bilang knp ni Ani Ani wkwkwk 😅 🤣🤣,salfok pas bilang knp ni ani ani wkwkwk,netral
